File	Column 1	Column 2
dialjournallitcrit15chicrich.tsv	Des Cartes	LOCATION
dialjournallitcrit15chicrich.tsv	Des Moines	LOCATION
dialjournallitcrit15chicrich.tsv	Detroit	LOCATION
dialjournallitcrit18chicrich.tsv	Deuteronomy	LOCATION
dialjournallitcrit17chicrich.tsv	Devon	LOCATION
dialjournallitcrit15chicrich.tsv	Dewey	LOCATION
dialjournallitcrit15chicrich.tsv	Dickens	LOCATION
dialjournallitcrit15chicrich.tsv	Dieppe	LOCATION
dialjournallitcrit16chicrich.tsv	Diina	LOCATION
dialjournallitcrit19chicrich.tsv	Diisseldorf	LOCATION
dialjournallitcrit15chicrich.tsv	Diplo	LOCATION
dialjournallitcrit18chicrich.tsv	Disraeli	LOCATION
dialjournallitcrit15chicrich.tsv	Distri	LOCATION
dialjournallitcrit15chicrich.tsv	District Of Columbia	LOCATION
dialjournallitcrit17chicrich.tsv	Dodsley	LOCATION
dialjournallitcrit19chicrich.tsv	Dogma	LOCATION
dialjournallitcrit16chicrich.tsv	Don	LOCATION
dialjournallitcrit16chicrich.tsv	Doncaster	LOCATION
dialjournallitcrit19chicrich.tsv	Donne	LOCATION
dialjournallitcrit19chicrich.tsv	Doones	LOCATION
dialjournallitcrit18chicrich.tsv	Doshisha	LOCATION
dialjournallitcrit19chicrich.tsv	Dover	LOCATION
dialjournallitcrit19chicrich.tsv	Dover Cliff	LOCATION
dialjournallitcrit18chicrich.tsv	Dover Street	LOCATION
dialjournallitcrit15chicrich.tsv	Drake	LOCATION
dialjournallitcrit18chicrich.tsv	Drayton	LOCATION
dialjournallitcrit15chicrich.tsv	Dreamland	LOCATION
dialjournallitcrit18chicrich.tsv	Dreams	LOCATION
dialjournallitcrit15chicrich.tsv	Dresden	LOCATION
dialjournallitcrit18chicrich.tsv	Drogheda	LOCATION
dialjournallitcrit15chicrich.tsv	Druid Park	LOCATION
dialjournallitcrit18chicrich.tsv	Drummond	LOCATION
dialjournallitcrit16chicrich.tsv	Dryden	LOCATION
dialjournallitcrit15chicrich.tsv	Dublin	LOCATION
dialjournallitcrit17chicrich.tsv	Dubuque	LOCATION
dialjournallitcrit16chicrich.tsv	Due Otti	LOCATION
dialjournallitcrit16chicrich.tsv	Duluth	LOCATION
dialjournallitcrit19chicrich.tsv	Dumfries	LOCATION
dialjournallitcrit18chicrich.tsv	Dundalk	LOCATION
dialjournallitcrit15chicrich.tsv	Dunelm	LOCATION
dialjournallitcrit17chicrich.tsv	Durand	LOCATION
dialjournallitcrit15chicrich.tsv	Durham	LOCATION
dialjournallitcrit17chicrich.tsv	Dursley	LOCATION
dialjournallitcrit18chicrich.tsv	Duruy	LOCATION
dialjournallitcrit16chicrich.tsv	Dusseldorf	LOCATION
dialjournallitcrit17chicrich.tsv	Dvorak	LOCATION
dialjournallitcrit18chicrich.tsv	Eagle Lake	LOCATION
dialjournallitcrit19chicrich.tsv	Earlham	LOCATION
dialjournallitcrit18chicrich.tsv	Earli	LOCATION
dialjournallitcrit19chicrich.tsv	Earls	LOCATION
dialjournallitcrit18chicrich.tsv	Early English	LOCATION
dialjournallitcrit18chicrich.tsv	Early London	LOCATION
dialjournallitcrit17chicrich.tsv	Early Middle English	LOCATION
dialjournallitcrit16chicrich.tsv	Earnest	LOCATION
dialjournallitcrit16chicrich.tsv	Earnest Latitudinarian	LOCATION
dialjournallitcrit15chicrich.tsv	Earth	LOCATION
dialjournallitcrit15chicrich.tsv	East	LOCATION
dialjournallitcrit15chicrich.tsv	East 16th St.	LOCATION
dialjournallitcrit15chicrich.tsv	East 17th St.	LOCATION
dialjournallitcrit15chicrich.tsv	East 19th St.	LOCATION
dialjournallitcrit18chicrich.tsv	East 211 Milner	LOCATION
dialjournallitcrit18chicrich.tsv	East 34th St.	LOCATION
dialjournallitcrit16chicrich.tsv	East Angels	LOCATION
dialjournallitcrit18chicrich.tsv	East Anglia	LOCATION
dialjournallitcrit15chicrich.tsv	East England	LOCATION
dialjournallitcrit18chicrich.tsv	Easter	LOCATION
dialjournallitcrit15chicrich.tsv	Eastern Africa	LOCATION
dialjournallitcrit18chicrich.tsv	Eastern Canada	LOCATION
dialjournallitcrit17chicrich.tsv	Eastern District Of Pennsylvania	LOCATION
dialjournallitcrit16chicrich.tsv	Eastern Equatorial Africa	LOCATION
dialjournallitcrit17chicrich.tsv	Eastern Europe	LOCATION
dialjournallitcrit19chicrich.tsv	Eastern Iowa	LOCATION
dialjournallitcrit16chicrich.tsv	Eastern Iran	LOCATION
dialjournallitcrit18chicrich.tsv	Eastern Ohio	LOCATION
dialjournallitcrit19chicrich.tsv	Eastern River	LOCATION
dialjournallitcrit17chicrich.tsv	Eastern States	LOCATION
dialjournallitcrit15chicrich.tsv	Eastern Tennessee	LOCATION
dialjournallitcrit19chicrich.tsv	Eastern United States	LOCATION
dialjournallitcrit15chicrich.tsv	Eastham	LOCATION
dialjournallitcrit15chicrich.tsv	East Indians	LOCATION
dialjournallitcrit18chicrich.tsv	East Japan	LOCATION
dialjournallitcrit19chicrich.tsv	East Jersey	LOCATION
dialjournallitcrit17chicrich.tsv	East London	LOCATION
dialjournallitcrit17chicrich.tsv	East Midland	LOCATION
dialjournallitcrit16chicrich.tsv	Easton	LOCATION
dialjournallitcrit17chicrich.tsv	East Parish	LOCATION
dialjournallitcrit17chicrich.tsv	East Rock	LOCATION
dialjournallitcrit19chicrich.tsv	East Room	LOCATION
dialjournallitcrit18chicrich.tsv	East Seventeenth St.	LOCATION
dialjournallitcrit18chicrich.tsv	East Tennessee	LOCATION
dialjournallitcrit16chicrich.tsv	East Tennessee Mountain	LOCATION
dialjournallitcrit18chicrich.tsv	East To West	LOCATION
dialjournallitcrit19chicrich.tsv	East Wisconsin	LOCATION
dialjournallitcrit15chicrich.tsv	Eaton	LOCATION
dialjournallitcrit18chicrich.tsv	Ebelmen	LOCATION
dialjournallitcrit19chicrich.tsv	Ecclefechan	LOCATION
dialjournallitcrit17chicrich.tsv	Ecclesiastes	LOCATION
dialjournallitcrit17chicrich.tsv	Echegaray	LOCATION
dialjournallitcrit17chicrich.tsv	Ecuador	LOCATION
dialjournallitcrit17chicrich.tsv	Eddison	LOCATION
dialjournallitcrit17chicrich.tsv	Edible	LOCATION
dialjournallitcrit16chicrich.tsv	Edin	LOCATION
dialjournallitcrit18chicrich.tsv	Edina	LOCATION
dialjournallitcrit19chicrich.tsv	Edinburg	LOCATION
dialjournallitcrit15chicrich.tsv	Edinburgh	LOCATION
dialjournallitcrit15chicrich.tsv	Edinburgh Encyclopedia	LOCATION
dialjournallitcrit15chicrich.tsv	Edinburgh Scots	LOCATION
dialjournallitcrit15chicrich.tsv	Edinburgh Scotsman	LOCATION
dialjournallitcrit18chicrich.tsv	Edinburgh University	LOCATION
dialjournallitcrit17chicrich.tsv	Edison	LOCATION
dialjournallitcrit16chicrich.tsv	Edmonton	LOCATION
dialjournallitcrit15chicrich.tsv	Edu	LOCATION
dialjournallitcrit19chicrich.tsv	Edward	LOCATION
dialjournallitcrit15chicrich.tsv	Edward Strachey	LOCATION
dialjournallitcrit19chicrich.tsv	Efectwaion	LOCATION
dialjournallitcrit17chicrich.tsv	Egleston	LOCATION
dialjournallitcrit16chicrich.tsv	Eglinton	LOCATION
dialjournallitcrit15chicrich.tsv	Egypt	LOCATION
dialjournallitcrit19chicrich.tsv	Ehses	LOCATION
dialjournallitcrit19chicrich.tsv	Eighteen	LOCATION
dialjournallitcrit16chicrich.tsv	Eighteenth	LOCATION
dialjournallitcrit16chicrich.tsv	Eighth Century	LOCATION
dialjournallitcrit16chicrich.tsv	Eisteddfod	LOCATION
dialjournallitcrit15chicrich.tsv	Either England	LOCATION
dialjournallitcrit16chicrich.tsv	Ekkehard	LOCATION
dialjournallitcrit18chicrich.tsv	Elaine	LOCATION
dialjournallitcrit18chicrich.tsv	Elba	LOCATION
dialjournallitcrit15chicrich.tsv	Eldlonoff	LOCATION
dialjournallitcrit15chicrich.tsv	El Dorado	LOCATION
dialjournallitcrit15chicrich.tsv	Eleftro	LOCATION
dialjournallitcrit19chicrich.tsv	Elf Errant	LOCATION
dialjournallitcrit15chicrich.tsv	Elfin City	LOCATION
dialjournallitcrit17chicrich.tsv	Elfinland	LOCATION
dialjournallitcrit19chicrich.tsv	Elia	LOCATION
dialjournallitcrit19chicrich.tsv	Eliot	LOCATION
dialjournallitcrit17chicrich.tsv	Eliza	LOCATION
dialjournallitcrit15chicrich.tsv	Elizabeth	LOCATION
dialjournallitcrit18chicrich.tsv	Elizabethans	LOCATION
dialjournallitcrit19chicrich.tsv	Ellendale	LOCATION
dialjournallitcrit17chicrich.tsv	Ellesmere	LOCATION
dialjournallitcrit17chicrich.tsv	Ellesmere Ms.	LOCATION
dialjournallitcrit17chicrich.tsv	Ellesmere Ms. Upon	LOCATION
dialjournallitcrit17chicrich.tsv	Elliott	LOCATION
dialjournallitcrit17chicrich.tsv	Ellora	LOCATION
dialjournallitcrit17chicrich.tsv	Elmwood	LOCATION
dialjournallitcrit15chicrich.tsv	Elocu	LOCATION
dialjournallitcrit16chicrich.tsv	Elocution	LOCATION
dialjournallitcrit19chicrich.tsv	Elphinstone	LOCATION
dialjournallitcrit17chicrich.tsv	Elsinore	LOCATION
dialjournallitcrit16chicrich.tsv	Elsmere	LOCATION
dialjournallitcrit17chicrich.tsv	Elzevir	LOCATION
dialjournallitcrit15chicrich.tsv	Emerson	LOCATION
dialjournallitcrit17chicrich.tsv	Emile	LOCATION
dialjournallitcrit15chicrich.tsv	Emilia	LOCATION
dialjournallitcrit16chicrich.tsv	Emma	LOCATION
dialjournallitcrit17chicrich.tsv	Encino	LOCATION
dialjournallitcrit16chicrich.tsv	Encyclopaedia Britannica	LOCATION
dialjournallitcrit17chicrich.tsv	Enfield	LOCATION
dialjournallitcrit15chicrich.tsv	Engels	LOCATION
dialjournallitcrit15chicrich.tsv	England	LOCATION
dialjournallitcrit18chicrich.tsv	Englemann	LOCATION
dialjournallitcrit16chicrich.tsv	Englewood	LOCATION
dialjournallitcrit15chicrich.tsv	Ennui	LOCATION
dialjournallitcrit17chicrich.tsv	Enoch	LOCATION
dialjournallitcrit17chicrich.tsv	Enoshima	LOCATION
dialjournallitcrit18chicrich.tsv	Entrance Examina	LOCATION
dialjournallitcrit16chicrich.tsv	Eossetti	LOCATION
dialjournallitcrit16chicrich.tsv	Epamiuondas	LOCATION
dialjournallitcrit18chicrich.tsv	Ephesus	LOCATION
dialjournallitcrit16chicrich.tsv	Epirus	LOCATION
dialjournallitcrit16chicrich.tsv	Epistolary Parody	LOCATION
dialjournallitcrit16chicrich.tsv	Epping	LOCATION
dialjournallitcrit16chicrich.tsv	Epworth	LOCATION
dialjournallitcrit17chicrich.tsv	Equator	LOCATION
dialjournallitcrit16chicrich.tsv	Equatorial Africa	LOCATION
dialjournallitcrit17chicrich.tsv	Erasmus	LOCATION
dialjournallitcrit18chicrich.tsv	Ernest England	LOCATION
dialjournallitcrit19chicrich.tsv	Erskine	LOCATION
dialjournallitcrit16chicrich.tsv	Eschstruth	LOCATION
dialjournallitcrit16chicrich.tsv	Eskimo	LOCATION
dialjournallitcrit15chicrich.tsv	Espana	LOCATION
dialjournallitcrit15chicrich.tsv	Esq.	LOCATION
dialjournallitcrit19chicrich.tsv	Esqr.	LOCATION
dialjournallitcrit15chicrich.tsv	Esquimaux	LOCATION
dialjournallitcrit18chicrich.tsv	Essen	LOCATION
dialjournallitcrit16chicrich.tsv	Essex	LOCATION
dialjournallitcrit15chicrich.tsv	Essex County	LOCATION
dialjournallitcrit17chicrich.tsv	Etc.	LOCATION
dialjournallitcrit15chicrich.tsv	Eternal City	LOCATION
dialjournallitcrit16chicrich.tsv	Ethiopia	LOCATION
dialjournallitcrit19chicrich.tsv	Etidorhpa	LOCATION
dialjournallitcrit19chicrich.tsv	Eton	LOCATION
dialjournallitcrit17chicrich.tsv	Etruria	LOCATION
dialjournallitcrit17chicrich.tsv	Etruscans	LOCATION
dialjournallitcrit17chicrich.tsv	Ettenheim	LOCATION
dialjournallitcrit17chicrich.tsv	Euclid	LOCATION
dialjournallitcrit19chicrich.tsv	Eugene Field	LOCATION
dialjournallitcrit15chicrich.tsv	Euripides	LOCATION
dialjournallitcrit15chicrich.tsv	Europe	LOCATION
dialjournallitcrit17chicrich.tsv	European China	LOCATION
dialjournallitcrit16chicrich.tsv	European History 25 Stephens	LOCATION
dialjournallitcrit16chicrich.tsv	Eussia	LOCATION
dialjournallitcrit16chicrich.tsv	Euxine	LOCATION
dialjournallitcrit15chicrich.tsv	Evangeline	LOCATION
dialjournallitcrit15chicrich.tsv	Evanston	LOCATION
dialjournallitcrit19chicrich.tsv	Evergreens	LOCATION
dialjournallitcrit18chicrich.tsv	Evolu	LOCATION
dialjournallitcrit19chicrich.tsv	Evreux	LOCATION
dialjournallitcrit17chicrich.tsv	Exeter	LOCATION
dialjournallitcrit15chicrich.tsv	Exeter Hall	LOCATION
dialjournallitcrit18chicrich.tsv	Exposi	LOCATION
dialjournallitcrit17chicrich.tsv	F.E.S. Illus.	LOCATION
dialjournallitcrit19chicrich.tsv	F.L.S.	LOCATION
dialjournallitcrit19chicrich.tsv	F.Q.S. New York	LOCATION
dialjournallitcrit19chicrich.tsv	F.R.C.S. New York	LOCATION
dialjournallitcrit19chicrich.tsv	F.R.G.S. Illus.	LOCATION
dialjournallitcrit16chicrich.tsv	F.R.S. Dins.	LOCATION
dialjournallitcrit16chicrich.tsv	F.R.S. Illus.	LOCATION
dialjournallitcrit19chicrich.tsv	Fadette	LOCATION
dialjournallitcrit15chicrich.tsv	Fairfax	LOCATION
dialjournallitcrit15chicrich.tsv	Fairfield	LOCATION
dialjournallitcrit15chicrich.tsv	Fairfield Academy	LOCATION
dialjournallitcrit16chicrich.tsv	Fairport	LOCATION
dialjournallitcrit15chicrich.tsv	Fairyland	LOCATION
dialjournallitcrit16chicrich.tsv	Falconer	LOCATION
dialjournallitcrit15chicrich.tsv	Falkland Islands	LOCATION
dialjournallitcrit17chicrich.tsv	Fall River	LOCATION
dialjournallitcrit17chicrich.tsv	Farcial	LOCATION
dialjournallitcrit17chicrich.tsv	Far East	LOCATION
dialjournallitcrit18chicrich.tsv	Farmington	LOCATION
dialjournallitcrit17chicrich.tsv	Farringford	LOCATION
dialjournallitcrit18chicrich.tsv	Fatherland	LOCATION
dialjournallitcrit18chicrich.tsv	Fauquier County	LOCATION
dialjournallitcrit15chicrich.tsv	Faust	LOCATION
dialjournallitcrit15chicrich.tsv	Fayoum	LOCATION
dialjournallitcrit16chicrich.tsv	February Atlantic	LOCATION
dialjournallitcrit18chicrich.tsv	Febvre	LOCATION
dialjournallitcrit15chicrich.tsv	Fenestrella	LOCATION
dialjournallitcrit18chicrich.tsv	Fenthal	LOCATION
dialjournallitcrit18chicrich.tsv	Ferdinand	LOCATION
dialjournallitcrit15chicrich.tsv	Fez	LOCATION
dialjournallitcrit15chicrich.tsv	Field	LOCATION
dialjournallitcrit17chicrich.tsv	Fiesole	LOCATION
dialjournallitcrit17chicrich.tsv	Fifth Ave.	LOCATION
dialjournallitcrit17chicrich.tsv	Fifth Avenue	LOCATION
dialjournallitcrit15chicrich.tsv	Find Europe	LOCATION
dialjournallitcrit16chicrich.tsv	Finland	LOCATION
dialjournallitcrit15chicrich.tsv	Firdausi	LOCATION
dialjournallitcrit19chicrich.tsv	Fire Island Beach	LOCATION
dialjournallitcrit16chicrich.tsv	Fitchburg	LOCATION
dialjournallitcrit15chicrich.tsv	Fla.	LOCATION
dialjournallitcrit19chicrich.tsv	Flagstaff	LOCATION
dialjournallitcrit15chicrich.tsv	Flameng	LOCATION
dialjournallitcrit15chicrich.tsv	Flanders	LOCATION
dialjournallitcrit19chicrich.tsv	Flaubert	LOCATION
dialjournallitcrit17chicrich.tsv	Flemish Belgium	LOCATION
dialjournallitcrit16chicrich.tsv	Flint	LOCATION
dialjournallitcrit17chicrich.tsv	Flora	LOCATION
dialjournallitcrit15chicrich.tsv	Florence	LOCATION
dialjournallitcrit19chicrich.tsv	Florence K. Upton	LOCATION
dialjournallitcrit15chicrich.tsv	Florence Nightingale	LOCATION
dialjournallitcrit18chicrich.tsv	Florence Warden	LOCATION
dialjournallitcrit16chicrich.tsv	Floriau	LOCATION
dialjournallitcrit15chicrich.tsv	Florida	LOCATION
dialjournallitcrit16chicrich.tsv	Florida Indians	LOCATION
dialjournallitcrit15chicrich.tsv	Florida Reefs	LOCATION
dialjournallitcrit17chicrich.tsv	Florida Sketch	LOCATION
dialjournallitcrit19chicrich.tsv	Florida Town	LOCATION
dialjournallitcrit18chicrich.tsv	Florida Via Holly Springs	LOCATION
dialjournallitcrit17chicrich.tsv	Flushing	LOCATION
dialjournallitcrit19chicrich.tsv	Fontainebleau	LOCATION
dialjournallitcrit17chicrich.tsv	Fordham	LOCATION
dialjournallitcrit15chicrich.tsv	Forma	LOCATION
dialjournallitcrit17chicrich.tsv	Fort Belle	LOCATION
dialjournallitcrit16chicrich.tsv	Fort Chartres	LOCATION
dialjournallitcrit19chicrich.tsv	Fort Griswold	LOCATION
dialjournallitcrit15chicrich.tsv	Fort Har	LOCATION
dialjournallitcrit19chicrich.tsv	Fort Loyall	LOCATION
dialjournallitcrit15chicrich.tsv	Fort Minis	LOCATION
dialjournallitcrit15chicrich.tsv	Fort Ross	LOCATION
dialjournallitcrit15chicrich.tsv	Fort St. John	LOCATION
dialjournallitcrit15chicrich.tsv	Fort Sumter	LOCATION
dialjournallitcrit17chicrich.tsv	Fra Angelico	LOCATION
dialjournallitcrit15chicrich.tsv	France	LOCATION
dialjournallitcrit19chicrich.tsv	Francia	LOCATION
dialjournallitcrit19chicrich.tsv	Francisco	LOCATION
dialjournallitcrit15chicrich.tsv	Frank	LOCATION
dialjournallitcrit16chicrich.tsv	Frankfort	LOCATION
dialjournallitcrit15chicrich.tsv	Frankfurt	LOCATION
dialjournallitcrit19chicrich.tsv	Frankfurt Friedhof	LOCATION
dialjournallitcrit15chicrich.tsv	Franklin	LOCATION
dialjournallitcrit17chicrich.tsv	Franz	LOCATION
dialjournallitcrit17chicrich.tsv	Fra Paolo	LOCATION
dialjournallitcrit18chicrich.tsv	Fraticelli	LOCATION
dialjournallitcrit18chicrich.tsv	Fraunces Tavern	LOCATION
dialjournallitcrit18chicrich.tsv	Frederick	LOCATION
dialjournallitcrit16chicrich.tsv	Fredericksburg	LOCATION
dialjournallitcrit19chicrich.tsv	Frederiks	LOCATION
dialjournallitcrit15chicrich.tsv	Freehold	LOCATION
dialjournallitcrit15chicrich.tsv	Freiburg	LOCATION
dialjournallitcrit17chicrich.tsv	French Africa	LOCATION
dialjournallitcrit16chicrich.tsv	Fridtjof	LOCATION
dialjournallitcrit16chicrich.tsv	Frigga	LOCATION
dialjournallitcrit16chicrich.tsv	Frisco	LOCATION
dialjournallitcrit16chicrich.tsv	Froebel	LOCATION
dialjournallitcrit19chicrich.tsv	From Elizabeth	LOCATION
dialjournallitcrit17chicrich.tsv	Fulton	LOCATION
dialjournallitcrit19chicrich.tsv	Futile	LOCATION
dialjournallitcrit18chicrich.tsv	G.C.B. Illus.	LOCATION
dialjournallitcrit15chicrich.tsv	G.C.M.G. New York	LOCATION
dialjournallitcrit18chicrich.tsv	G.J.	LOCATION
dialjournallitcrit15chicrich.tsv	Ga.	LOCATION
dialjournallitcrit15chicrich.tsv	Gaboriau	LOCATION
dialjournallitcrit17chicrich.tsv	Gadsden	LOCATION
dialjournallitcrit19chicrich.tsv	Gadsden Purchase	LOCATION
dialjournallitcrit17chicrich.tsv	Gainsborough	LOCATION
dialjournallitcrit19chicrich.tsv	Gal.	LOCATION
dialjournallitcrit19chicrich.tsv	Galahad	LOCATION
dialjournallitcrit18chicrich.tsv	Galashiels	LOCATION
dialjournallitcrit16chicrich.tsv	Galatea	LOCATION
dialjournallitcrit17chicrich.tsv	Galesburg	LOCATION
dialjournallitcrit17chicrich.tsv	Gali	LOCATION
dialjournallitcrit16chicrich.tsv	Galicia	LOCATION
dialjournallitcrit19chicrich.tsv	Galilee	LOCATION
dialjournallitcrit17chicrich.tsv	Galland	LOCATION
dialjournallitcrit18chicrich.tsv	Gallia	LOCATION
dialjournallitcrit18chicrich.tsv	Galloway	LOCATION
dialjournallitcrit16chicrich.tsv	Gambara	LOCATION
dialjournallitcrit15chicrich.tsv	Ganges	LOCATION
dialjournallitcrit17chicrich.tsv	Garcia	LOCATION
dialjournallitcrit16chicrich.tsv	Garda	LOCATION
dialjournallitcrit18chicrich.tsv	Garibaldi	LOCATION
dialjournallitcrit17chicrich.tsv	Garland	LOCATION
dialjournallitcrit19chicrich.tsv	Garrick	LOCATION
dialjournallitcrit15chicrich.tsv	Gascony	LOCATION
dialjournallitcrit17chicrich.tsv	Gath	LOCATION
dialjournallitcrit18chicrich.tsv	Gaudry	LOCATION
dialjournallitcrit16chicrich.tsv	Gaul	LOCATION
dialjournallitcrit15chicrich.tsv	Gayley	LOCATION
dialjournallitcrit17chicrich.tsv	Gaza	LOCATION
dialjournallitcrit16chicrich.tsv	General Washington	LOCATION
dialjournallitcrit15chicrich.tsv	Geneva	LOCATION
dialjournallitcrit15chicrich.tsv	Genl	LOCATION
dialjournallitcrit15chicrich.tsv	Genoa	LOCATION
dialjournallitcrit17chicrich.tsv	Gentile	LOCATION
dialjournallitcrit17chicrich.tsv	Geological Field	LOCATION
dialjournallitcrit17chicrich.tsv	Geological Huxley	LOCATION
dialjournallitcrit15chicrich.tsv	George Eliot	LOCATION
dialjournallitcrit18chicrich.tsv	Georges	LOCATION
dialjournallitcrit17chicrich.tsv	Georgetown	LOCATION
dialjournallitcrit15chicrich.tsv	George Washington	LOCATION
dialjournallitcrit15chicrich.tsv	Georgia	LOCATION
dialjournallitcrit17chicrich.tsv	Germantown	LOCATION
dialjournallitcrit15chicrich.tsv	Germany	LOCATION
dialjournallitcrit19chicrich.tsv	Germany Tyrol	LOCATION
dialjournallitcrit18chicrich.tsv	Gettys	LOCATION
dialjournallitcrit15chicrich.tsv	Gettysburg	LOCATION
dialjournallitcrit16chicrich.tsv	Ghent	LOCATION
dialjournallitcrit15chicrich.tsv	Gibraltar	LOCATION
dialjournallitcrit19chicrich.tsv	Gila	LOCATION
dialjournallitcrit15chicrich.tsv	Gildersleeve	LOCATION
dialjournallitcrit15chicrich.tsv	Gilgit	LOCATION
dialjournallitcrit15chicrich.tsv	Giotto	LOCATION
dialjournallitcrit15chicrich.tsv	Gipsy	LOCATION
dialjournallitcrit15chicrich.tsv	Gipsyland	LOCATION
dialjournallitcrit18chicrich.tsv	Gladstone	LOCATION
dialjournallitcrit15chicrich.tsv	Glasgow	LOCATION
dialjournallitcrit19chicrich.tsv	Glenkens	LOCATION
dialjournallitcrit19chicrich.tsv	Glenkins	LOCATION
dialjournallitcrit18chicrich.tsv	Gloucester	LOCATION
dialjournallitcrit17chicrich.tsv	Gloucestershire	LOCATION
dialjournallitcrit19chicrich.tsv	Glyeb	LOCATION
dialjournallitcrit17chicrich.tsv	Godolphin	LOCATION
dialjournallitcrit16chicrich.tsv	Goethe	LOCATION
dialjournallitcrit19chicrich.tsv	Golden Gate	LOCATION
dialjournallitcrit19chicrich.tsv	Golden Gate Park	LOCATION
dialjournallitcrit17chicrich.tsv	Golden Throne	LOCATION
dialjournallitcrit15chicrich.tsv	Goldwin	LOCATION
dialjournallitcrit15chicrich.tsv	Goliad	LOCATION
dialjournallitcrit18chicrich.tsv	Gonville	LOCATION
dialjournallitcrit16chicrich.tsv	Goodwood	LOCATION
dialjournallitcrit15chicrich.tsv	Gordon	LOCATION
dialjournallitcrit17chicrich.tsv	Goshen	LOCATION
dialjournallitcrit17chicrich.tsv	Gospels	LOCATION
dialjournallitcrit17chicrich.tsv	Gotama Buddha	LOCATION
dialjournallitcrit18chicrich.tsv	Gotha	LOCATION
dialjournallitcrit17chicrich.tsv	Gotham	LOCATION
dialjournallitcrit16chicrich.tsv	Gothic	LOCATION
dialjournallitcrit16chicrich.tsv	Gottin	LOCATION
dialjournallitcrit15chicrich.tsv	Gottingen	LOCATION
dialjournallitcrit15chicrich.tsv	Governor 's Island	LOCATION
dialjournallitcrit19chicrich.tsv	Gower	LOCATION
dialjournallitcrit15chicrich.tsv	Graces	LOCATION
dialjournallitcrit16chicrich.tsv	Graesse	LOCATION
dialjournallitcrit17chicrich.tsv	Gralicia	LOCATION
dialjournallitcrit17chicrich.tsv	Granada	LOCATION
dialjournallitcrit19chicrich.tsv	Grand Lama	LOCATION
dialjournallitcrit17chicrich.tsv	Grandma	LOCATION
dialjournallitcrit19chicrich.tsv	Grand Remonstrance	LOCATION
dialjournallitcrit19chicrich.tsv	Grania	LOCATION
dialjournallitcrit17chicrich.tsv	Grant	LOCATION
dialjournallitcrit15chicrich.tsv	Grape	LOCATION
dialjournallitcrit15chicrich.tsv	Gras	LOCATION
dialjournallitcrit19chicrich.tsv	Grasmere	LOCATION
dialjournallitcrit16chicrich.tsv	Gray	LOCATION
dialjournallitcrit17chicrich.tsv	Grea	LOCATION
dialjournallitcrit17chicrich.tsv	Great Andes	LOCATION
dialjournallitcrit16chicrich.tsv	Great Barrington	LOCATION
dialjournallitcrit15chicrich.tsv	Great Basin	LOCATION
dialjournallitcrit15chicrich.tsv	Great Britain	LOCATION
dialjournallitcrit15chicrich.tsv	Great City	LOCATION
dialjournallitcrit15chicrich.tsv	Greater Britain	LOCATION
dialjournallitcrit17chicrich.tsv	Greater England	LOCATION
dialjournallitcrit18chicrich.tsv	Greater New York	LOCATION
dialjournallitcrit17chicrich.tsv	Great Lake	LOCATION
dialjournallitcrit16chicrich.tsv	Great Meadows	LOCATION
dialjournallitcrit19chicrich.tsv	Great Smoky Mountains	LOCATION
dialjournallitcrit19chicrich.tsv	Great Tibet	LOCATION
dialjournallitcrit16chicrich.tsv	Great Valley	LOCATION
dialjournallitcrit15chicrich.tsv	Great West	LOCATION
dialjournallitcrit15chicrich.tsv	Greece	LOCATION
dialjournallitcrit15chicrich.tsv	Greece Plato	LOCATION
dialjournallitcrit16chicrich.tsv	Greek	LOCATION
dialjournallitcrit16chicrich.tsv	Greeley	LOCATION
dialjournallitcrit15chicrich.tsv	Greenland	LOCATION
dialjournallitcrit16chicrich.tsv	Greenland Eskimo	LOCATION
dialjournallitcrit19chicrich.tsv	Greenland Icefields	LOCATION
dialjournallitcrit16chicrich.tsv	Greenwich	LOCATION
dialjournallitcrit15chicrich.tsv	Greenwich !	LOCATION
dialjournallitcrit15chicrich.tsv	Greenwich Village	LOCATION
dialjournallitcrit16chicrich.tsv	Grenoble	LOCATION
dialjournallitcrit18chicrich.tsv	Grenoble Codex	LOCATION
dialjournallitcrit15chicrich.tsv	Greville	LOCATION
dialjournallitcrit19chicrich.tsv	Grey	LOCATION
dialjournallitcrit17chicrich.tsv	Grimm	LOCATION
dialjournallitcrit15chicrich.tsv	Grinnell	LOCATION
dialjournallitcrit18chicrich.tsv	Griselda	LOCATION
dialjournallitcrit15chicrich.tsv	Groningen	LOCATION
dialjournallitcrit17chicrich.tsv	Grosschopp	LOCATION
dialjournallitcrit18chicrich.tsv	Grosvenor Gardens	LOCATION
dialjournallitcrit16chicrich.tsv	Grote	LOCATION
dialjournallitcrit18chicrich.tsv	Guadalajara	LOCATION
dialjournallitcrit18chicrich.tsv	Guadeloupe	LOCATION
dialjournallitcrit18chicrich.tsv	Guanajuato	LOCATION
dialjournallitcrit19chicrich.tsv	Guatemala	LOCATION
dialjournallitcrit18chicrich.tsv	Guernsey	LOCATION
dialjournallitcrit15chicrich.tsv	Guert Ten Eyck	LOCATION
dialjournallitcrit16chicrich.tsv	Guidal	LOCATION
dialjournallitcrit17chicrich.tsv	Guillotine	LOCATION
